id,voter_id,candidate_id,position_id,election_id,created_at,updated_at
236,241,1,1,1,2026-05-22 05:15:39,2026-05-22 05:15:39
237,241,2,2,1,2026-05-22 05:15:39,2026-05-22 05:15:39
238,241,7,6,1,2026-05-22 05:15:39,2026-05-22 05:15:39
239,241,100,11,1,2026-05-22 05:15:39,2026-05-22 05:15:39
240,241,101,12,1,2026-05-22 05:15:39,2026-05-22 05:15:39
241,241,108,16,1,2026-05-22 05:15:39,2026-05-22 05:15:39
249,153,1,1,1,2026-05-22 05:18:00,2026-05-22 05:18:00
250,153,2,2,1,2026-05-22 05:18:00,2026-05-22 05:18:00
251,153,6,5,1,2026-05-22 05:18:00,2026-05-22 05:18:00
252,153,8,6,1,2026-05-22 05:18:00,2026-05-22 05:18:00
253,153,25,10,1,2026-05-22 05:18:00,2026-05-22 05:18:00
254,153,76,11,1,2026-05-22 05:18:00,2026-05-22 05:18:00
255,153,77,12,1,2026-05-22 05:18:00,2026-05-22 05:18:00
256,153,78,13,1,2026-05-22 05:18:00,2026-05-22 05:18:00
257,153,79,14,1,2026-05-22 05:18:00,2026-05-22 05:18:00
258,153,80,15,1,2026-05-22 05:18:00,2026-05-22 05:18:00
259,153,82,16,1,2026-05-22 05:18:00,2026-05-22 05:18:00
341,159,76,11,1,2026-05-22 05:29:20,2026-05-22 05:29:20
342,159,77,12,1,2026-05-22 05:29:20,2026-05-22 05:29:20
343,159,78,13,1,2026-05-22 05:29:20,2026-05-22 05:29:20
344,159,79,14,1,2026-05-22 05:29:20,2026-05-22 05:29:20
345,159,80,15,1,2026-05-22 05:29:20,2026-05-22 05:29:20
346,159,83,16,1,2026-05-22 05:29:20,2026-05-22 05:29:20
375,255,2,2,1,2026-05-22 05:30:55,2026-05-22 05:30:55
376,255,15,6,1,2026-05-22 05:30:55,2026-05-22 05:30:55
377,255,97,16,1,2026-05-22 05:30:55,2026-05-22 05:30:55
469,175,2,2,1,2026-05-22 05:42:37,2026-05-22 05:42:37
470,175,4,3,1,2026-05-22 05:42:37,2026-05-22 05:42:37
471,175,9,6,1,2026-05-22 05:42:37,2026-05-22 05:42:37
472,175,100,11,1,2026-05-22 05:42:37,2026-05-22 05:42:37
473,175,101,12,1,2026-05-22 05:42:37,2026-05-22 05:42:37
474,175,103,14,1,2026-05-22 05:42:37,2026-05-22 05:42:37
475,175,104,15,1,2026-05-22 05:42:37,2026-05-22 05:42:37
745,2,1,1,1,2026-05-22 06:16:50,2026-05-22 06:16:50
952,309,2,2,1,2026-05-22 06:35:30,2026-05-22 06:35:30
953,310,2,2,1,2026-05-22 06:35:36,2026-05-22 06:35:36
954,311,76,11,1,2026-05-22 06:35:48,2026-05-22 06:35:48
955,313,2,2,1,2026-05-22 06:37:12,2026-05-22 06:37:12
961,314,2,2,1,2026-05-22 06:37:35,2026-05-22 06:37:35
962,314,103,14,1,2026-05-22 06:37:35,2026-05-22 06:37:35
963,316,2,2,1,2026-05-22 06:38:56,2026-05-22 06:38:56
964,315,1,1,1,2026-05-22 06:39:02,2026-05-22 06:39:02
965,315,2,2,1,2026-05-22 06:39:02,2026-05-22 06:39:02
966,315,4,3,1,2026-05-22 06:39:02,2026-05-22 06:39:02
967,315,5,4,1,2026-05-22 06:39:02,2026-05-22 06:39:02
968,315,6,5,1,2026-05-22 06:39:02,2026-05-22 06:39:02
969,315,12,6,1,2026-05-22 06:39:02,2026-05-22 06:39:02
970,315,25,10,1,2026-05-22 06:39:02,2026-05-22 06:39:02
971,315,76,11,1,2026-05-22 06:39:02,2026-05-22 06:39:02
972,315,77,12,1,2026-05-22 06:39:02,2026-05-22 06:39:02
973,315,78,13,1,2026-05-22 06:39:02,2026-05-22 06:39:02
974,315,79,14,1,2026-05-22 06:39:02,2026-05-22 06:39:02
975,315,80,15,1,2026-05-22 06:39:02,2026-05-22 06:39:02
976,315,81,16,1,2026-05-22 06:39:02,2026-05-22 06:39:02
977,317,2,2,1,2026-05-22 06:39:39,2026-05-22 06:39:39
978,317,103,14,1,2026-05-22 06:39:39,2026-05-22 06:39:39
979,319,2,2,1,2026-05-22 06:40:46,2026-05-22 06:40:46
980,319,4,3,1,2026-05-22 06:40:46,2026-05-22 06:40:46
981,319,8,6,1,2026-05-22 06:40:46,2026-05-22 06:40:46
1001,322,2,2,1,2026-05-22 06:42:13,2026-05-22 06:42:13
1008,320,2,2,1,2026-05-22 06:42:31,2026-05-22 06:42:31
1009,320,103,14,1,2026-05-22 06:42:31,2026-05-22 06:42:31
1017,323,2,2,1,2026-05-22 06:43:40,2026-05-22 06:43:40
1018,323,21,7,1,2026-05-22 06:43:40,2026-05-22 06:43:40
1019,323,103,14,1,2026-05-22 06:43:40,2026-05-22 06:43:40
1054,328,76,11,1,2026-05-22 06:46:29,2026-05-22 06:46:29
1055,328,77,12,1,2026-05-22 06:46:29,2026-05-22 06:46:29
1056,330,2,2,1,2026-05-22 06:46:57,2026-05-22 06:46:57
1071,334,2,2,1,2026-05-22 06:49:34,2026-05-22 06:49:34
1072,335,2,2,1,2026-05-22 06:50:27,2026-05-22 06:50:27
1073,335,20,7,1,2026-05-22 06:50:27,2026-05-22 06:50:27
1074,337,2,2,1,2026-05-22 06:51:09,2026-05-22 06:51:09
1075,337,103,14,1,2026-05-22 06:51:09,2026-05-22 06:51:09
1100,339,2,2,1,2026-05-22 06:52:42,2026-05-22 06:52:42
1101,340,3,2,1,2026-05-22 06:53:19,2026-05-22 06:53:19
1102,340,7,6,1,2026-05-22 06:53:19,2026-05-22 06:53:19
1103,342,2,2,1,2026-05-22 06:54:19,2026-05-22 06:54:19
1104,343,1,1,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1105,343,2,2,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1106,343,4,3,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1107,343,5,4,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1108,343,6,5,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1109,343,7,6,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1110,343,20,7,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1111,343,100,11,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1112,343,101,12,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1113,343,102,13,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1114,343,103,14,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1115,343,109,16,1,2026-05-22 06:54:43,2026-05-22 06:54:43
1124,346,1,1,1,2026-05-22 06:56:55,2026-05-22 06:56:55
1125,346,2,2,1,2026-05-22 06:56:55,2026-05-22 06:56:55
1160,171,103,14,1,2026-05-22 06:58:35,2026-05-22 06:58:35
1201,352,2,2,1,2026-05-22 07:04:45,2026-05-22 07:04:45
1202,352,12,6,1,2026-05-22 07:04:45,2026-05-22 07:04:45
1203,352,100,11,1,2026-05-22 07:04:45,2026-05-22 07:04:45
1204,352,108,16,1,2026-05-22 07:04:45,2026-05-22 07:04:45
1291,363,1,1,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1292,363,2,2,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1293,363,4,3,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1294,363,6,5,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1295,363,16,6,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1296,363,76,11,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1297,363,77,12,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1298,363,78,13,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1299,363,79,14,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1300,363,80,15,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1301,363,84,16,1,2026-05-22 07:16:23,2026-05-22 07:16:23
1302,365,2,2,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1303,365,4,3,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1304,365,8,6,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1305,365,21,7,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1306,365,100,11,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1307,365,102,13,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1308,365,111,16,1,2026-05-22 07:16:27,2026-05-22 07:16:27
1355,371,1,1,1,2026-05-22 07:22:34,2026-05-22 07:22:34
1356,371,18,6,1,2026-05-22 07:22:34,2026-05-22 07:22:34
1357,371,87,11,1,2026-05-22 07:22:34,2026-05-22 07:22:34
1358,371,97,16,1,2026-05-22 07:22:34,2026-05-22 07:22:34
1405,379,21,7,1,2026-05-22 07:29:22,2026-05-22 07:29:22
1406,379,103,14,1,2026-05-22 07:29:22,2026-05-22 07:29:22
1472,388,2,2,1,2026-05-22 07:38:56,2026-05-22 07:38:56
1473,388,100,11,1,2026-05-22 07:38:56,2026-05-22 07:38:56
1474,388,101,12,1,2026-05-22 07:38:56,2026-05-22 07:38:56
1475,388,103,14,1,2026-05-22 07:38:56,2026-05-22 07:38:56
1504,394,3,2,1,2026-05-22 07:43:36,2026-05-22 07:43:36
1505,394,7,6,1,2026-05-22 07:43:36,2026-05-22 07:43:36
1506,394,95,16,1,2026-05-22 07:43:36,2026-05-22 07:43:36
1579,404,113,11,1,2026-05-22 07:52:49,2026-05-22 07:52:49
1580,404,114,12,1,2026-05-22 07:52:49,2026-05-22 07:52:49
1581,404,116,13,1,2026-05-22 07:52:49,2026-05-22 07:52:49
1582,404,119,15,1,2026-05-22 07:52:49,2026-05-22 07:52:49
1583,404,123,16,1,2026-05-22 07:52:49,2026-05-22 07:52:49
1612,409,1,1,1,2026-05-22 07:57:08,2026-05-22 07:57:08
1613,409,2,2,1,2026-05-22 07:57:08,2026-05-22 07:57:08
1614,409,18,6,1,2026-05-22 07:57:08,2026-05-22 07:57:08
1615,409,21,7,1,2026-05-22 07:57:08,2026-05-22 07:57:08
1616,409,103,14,1,2026-05-22 07:57:08,2026-05-22 07:57:08
1692,419,1,1,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1693,419,2,2,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1694,419,4,3,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1695,419,5,4,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1696,419,6,5,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1697,419,14,6,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1698,419,113,11,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1699,419,114,12,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1700,419,116,13,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1701,419,118,14,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1702,419,119,15,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1703,419,127,16,1,2026-05-22 08:08:46,2026-05-22 08:08:46
1745,426,110,16,1,2026-05-22 08:13:06,2026-05-22 08:13:06
1750,429,110,16,1,2026-05-22 08:14:45,2026-05-22 08:14:45
1796,431,2,2,1,2026-05-22 08:17:03,2026-05-22 08:17:03
1797,431,102,13,1,2026-05-22 08:17:03,2026-05-22 08:17:03
1798,431,110,16,1,2026-05-22 08:17:03,2026-05-22 08:17:03
1886,439,2,2,1,2026-05-22 08:22:46,2026-05-22 08:22:46
1887,439,4,3,1,2026-05-22 08:22:46,2026-05-22 08:22:46
1888,439,8,6,1,2026-05-22 08:22:46,2026-05-22 08:22:46
1889,439,20,7,1,2026-05-22 08:22:46,2026-05-22 08:22:46
1890,439,103,14,1,2026-05-22 08:22:46,2026-05-22 08:22:46
2160,462,3,2,1,2026-05-22 08:40:22,2026-05-22 08:40:22
2161,462,7,6,1,2026-05-22 08:40:22,2026-05-22 08:40:22
2162,462,109,16,1,2026-05-22 08:40:22,2026-05-22 08:40:22
2172,464,2,2,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2173,464,18,6,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2174,464,113,11,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2175,464,114,12,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2176,464,119,15,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2177,464,128,16,1,2026-05-22 08:42:33,2026-05-22 08:42:33
2197,468,109,16,1,2026-05-22 08:44:51,2026-05-22 08:44:51
2205,469,12,6,1,2026-05-22 08:47:48,2026-05-22 08:47:48
2206,469,113,11,1,2026-05-22 08:47:48,2026-05-22 08:47:48
2207,469,121,16,1,2026-05-22 08:47:48,2026-05-22 08:47:48
2208,473,2,2,1,2026-05-22 08:47:49,2026-05-22 08:47:49
2209,473,103,14,1,2026-05-22 08:47:49,2026-05-22 08:47:49
2210,473,106,16,1,2026-05-22 08:47:49,2026-05-22 08:47:49
2240,477,2,2,1,2026-05-22 08:50:06,2026-05-22 08:50:06
2241,477,4,3,1,2026-05-22 08:50:06,2026-05-22 08:50:06
2242,477,105,16,1,2026-05-22 08:50:06,2026-05-22 08:50:06
2460,505,2,2,1,2026-05-22 09:07:19,2026-05-22 09:07:19
2461,505,7,6,1,2026-05-22 09:07:19,2026-05-22 09:07:19
2462,505,100,11,1,2026-05-22 09:07:19,2026-05-22 09:07:19
2463,505,101,12,1,2026-05-22 09:07:19,2026-05-22 09:07:19
2475,509,2,2,1,2026-05-22 09:08:34,2026-05-22 09:08:34
2476,509,100,11,1,2026-05-22 09:08:34,2026-05-22 09:08:34
2477,509,101,12,1,2026-05-22 09:08:34,2026-05-22 09:08:34
2478,509,103,14,1,2026-05-22 09:08:34,2026-05-22 09:08:34
2503,511,2,2,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2504,511,7,6,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2505,511,20,7,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2506,511,100,11,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2507,511,101,12,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2508,511,102,13,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2509,511,107,16,1,2026-05-22 09:10:48,2026-05-22 09:10:48
2565,522,2,2,1,2026-05-22 09:14:38,2026-05-22 09:14:38
2566,522,100,11,1,2026-05-22 09:14:38,2026-05-22 09:14:38
2567,522,101,12,1,2026-05-22 09:14:38,2026-05-22 09:14:38
2568,522,103,14,1,2026-05-22 09:14:38,2026-05-22 09:14:38
2569,521,2,2,1,2026-05-22 09:14:51,2026-05-22 09:14:51
2570,521,19,6,1,2026-05-22 09:14:51,2026-05-22 09:14:51
2593,525,2,2,1,2026-05-22 09:16:02,2026-05-22 09:16:02
2594,525,100,11,1,2026-05-22 09:16:02,2026-05-22 09:16:02
2595,525,101,12,1,2026-05-22 09:16:02,2026-05-22 09:16:02
2630,531,2,2,1,2026-05-22 09:19:12,2026-05-22 09:19:12
2631,531,100,11,1,2026-05-22 09:19:12,2026-05-22 09:19:12
2632,531,101,12,1,2026-05-22 09:19:12,2026-05-22 09:19:12
2633,531,105,16,1,2026-05-22 09:19:12,2026-05-22 09:19:12
2642,532,2,2,1,2026-05-22 09:23:26,2026-05-22 09:23:26
2643,532,7,6,1,2026-05-22 09:23:26,2026-05-22 09:23:26
2644,532,100,11,1,2026-05-22 09:23:26,2026-05-22 09:23:26
2645,532,101,12,1,2026-05-22 09:23:26,2026-05-22 09:23:26
2646,532,103,14,1,2026-05-22 09:23:26,2026-05-22 09:23:26
2770,549,2,2,1,2026-05-22 09:38:37,2026-05-22 09:38:37
2799,553,2,2,1,2026-05-22 09:39:24,2026-05-22 09:39:24
2926,572,111,16,1,2026-05-22 09:53:11,2026-05-22 09:53:11
2960,576,87,11,1,2026-05-22 09:56:09,2026-05-22 09:56:09
3030,588,87,11,1,2026-05-22 10:11:46,2026-05-22 10:11:46
3031,588,89,13,1,2026-05-22 10:11:46,2026-05-22 10:11:46
3094,598,2,2,1,2026-05-22 10:17:36,2026-05-22 10:17:36
3095,598,87,11,1,2026-05-22 10:17:36,2026-05-22 10:17:36
3096,593,5,4,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3097,593,7,6,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3098,593,113,11,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3099,593,114,12,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3100,593,116,13,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3101,593,121,16,1,2026-05-22 10:17:53,2026-05-22 10:17:53
3115,601,9,6,1,2026-05-22 10:19:42,2026-05-22 10:19:42
3116,601,109,16,1,2026-05-22 10:19:42,2026-05-22 10:19:42
3125,605,9,6,1,2026-05-22 10:21:49,2026-05-22 10:21:49
3126,605,100,11,1,2026-05-22 10:21:49,2026-05-22 10:21:49
3127,605,102,13,1,2026-05-22 10:21:49,2026-05-22 10:21:49
3128,605,104,15,1,2026-05-22 10:21:49,2026-05-22 10:21:49
3129,605,109,16,1,2026-05-22 10:21:49,2026-05-22 10:21:49
3130,604,9,6,1,2026-05-22 10:21:54,2026-05-22 10:21:54
3131,604,109,16,1,2026-05-22 10:21:54,2026-05-22 10:21:54
3132,607,1,1,1,2026-05-22 10:22:12,2026-05-22 10:22:12
3133,607,2,2,1,2026-05-22 10:22:12,2026-05-22 10:22:12
3134,607,87,11,1,2026-05-22 10:22:12,2026-05-22 10:22:12
3135,607,88,12,1,2026-05-22 10:22:12,2026-05-22 10:22:12
3136,607,93,16,1,2026-05-22 10:22:12,2026-05-22 10:22:12
3153,610,103,14,1,2026-05-22 10:23:11,2026-05-22 10:23:11
3209,611,121,16,1,2026-05-22 10:25:06,2026-05-22 10:25:06
3238,621,2,2,1,2026-05-22 10:28:36,2026-05-22 10:28:36
3239,621,109,16,1,2026-05-22 10:28:36,2026-05-22 10:28:36
3264,623,2,2,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3265,623,7,6,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3266,623,100,11,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3267,623,101,12,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3268,623,102,13,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3269,623,103,14,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3270,623,104,15,1,2026-05-22 10:29:35,2026-05-22 10:29:35
3271,623,109,16,1,2026-05-22 10:29:35,2026-05-22 10:29:35
